C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2018/10/09,17:05:04,0000000299837803,,0000000299837617
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2018/09/01 00:30:00",1,NSW1,1,8174.13,9995.07,0,-42.61,6985.41,0,-1188.72,0,,,13.33,,,,,,,,0.67,,,,,,,,0,,,,,,,,283.94,,,,,,,,142.59,,,,,,,,140.93,,,,,,"2018/09/01 00:25:04",8255.55,8210.98,,45.65,,,,6,,,,,,,,,,,,,,,,,,,160.15,8371.13,744.07
D,TRADING,REGIONSUM,4,"2018/09/01 00:30:00",1,QLD1,1,5438.02,9679.62,240,-11.78,6347.18,0,909.15,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,44,,,,,,,,126.46,,,,,,,,111.46,,,,,,"2018/09/01 00:25:04",5485.68,5456.42,,58.51,,,,72.87,,,,,,,,,,,,,,,,,,,150.36,5606.78,0.62
D,TRADING,REGIONSUM,4,"2018/09/01 00:30:00",1,SA1,1,1363.37,3131.89,80,-8.89,1615.28,0,251.91,0,,,40,,,,,,,,57.23,,,,,,,,1.88,,,,,,,,75.93,,,,,,,,128.5,,,,,,,,123,,,,,,"2018/09/01 00:25:04",1380.09,1366.04,,41.79,,,,100,,,,,,,,,,,,,,,,,,,203.84,1569.88,1153.89
D,TRADING,REGIONSUM,4,"2018/09/01 00:30:00",1,TAS1,1,1089.3,2403.59,0,-3.12,1589.18,0,499.88,0,,,99.47,,,,,,,,77.13,,,,,,,,52.21,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2018/09/01 00:25:04",1111.64,1111.18,,50,,,,0,,,,,,,,,,,,,,,,,,,141.94,1253.12,80.59
D,TRADING,REGIONSUM,4,"2018/09/01 00:30:00",1,VIC1,1,4839.93,7945.19,0,3.87,4463.05,0,-376.88,0,,,50.83,,,,,,,,10,,,,,,,,3.28,,,,,,,,78.67,,,,,,,,55.67,,,,,,,,77.84,,,,,,"2018/09/01 00:25:04",4842.54,4855.48,,0,,,,0,,,,,,,,,,,,,,,,,,,325.75,5181.23,480.19
D,TRADING,REGIONSUM,4,"2018/09/01 01:00:00",1,NSW1,2,7925.07,10024.1,0,-36.82,6941.98,0,-983.09,0,,,23.33,,,,,,,,1,,,,,,,,0,,,,,,,,304.24,,,,,,,,152.6,,,,,,,,154.58,,,,,,"2018/09/01 00:55:05",7998.22,7950.92,,15.87,,,,10.48,,,,,,,,,,,,,,,,,,,161.1,8112.02,773.1
D,TRADING,REGIONSUM,4,"2018/09/01 01:00:00",1,QLD1,2,5254.69,9680.25,240,-17.23,6023.66,0,768.97,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,44,,,,,,,,139.1,,,,,,,,118.1,,,,,,"2018/09/01 00:55:05",5293.64,5267.92,,31.19,,,,93.08,,,,,,,,,,,,,,,,,,,151.81,5419.73,0.25
D,TRADING,REGIONSUM,4,"2018/09/01 01:00:00",1,SA1,2,1280.26,3110.96,80,-14.51,1550.78,0,270.52,0,,,40,,,,,,,,58.54,,,,,,,,3.17,,,,,,,,53.54,,,,,,,,115.79,,,,,,,,121.21,,,,,,"2018/09/01 00:55:05",1312.43,1283.22,,43.16,,,,80,,,,,,,,,,,,,,,,,,,211.09,1494.31,1132.96
D,TRADING,REGIONSUM,4,"2018/09/01 01:00:00",1,TAS1,2,1047.5,2409.92,0,-2.06,1547.38,0,499.88,0,,,127.16,,,,,,,,86.67,,,,,,,,53.15,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2018/09/01 00:55:05",1073.24,1069.38,,50,,,,0,,,,,,,,,,,,,,,,,,,171.11,1240.49,86.92
D,TRADING,REGIONSUM,4,"2018/09/01 01:00:00",1,VIC1,2,4646.73,7894.45,0,-9.69,4170.75,0,-475.98,0,,,72.33,,,,,,,,10,,,,,,,,7.45,,,,,,,,79,,,,,,,,56.07,,,,,,,,69.67,,,,,,"2018/09/01 00:55:05",4696.26,4663.11,,0,,,,0,,,,,,,,,,,,,,,,,,,314.67,4977.78,516.45
