C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2019/09/07,02:40:00,0000000312468844,,0000000312468651
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2019/08/01 00:30:00",1,NSW1,1,8573.9,13137.55,200,-24.21,8625.08,200,-148.82,0,,,15,,,,,,,,15.03,,,,,,,,0,,,,,,,,179,,,,,,,,20.49,,,,,,,,49.89,,,,,,"2019/08/01 00:25:03",8810.38,8779.26,,92.5,,,,120.17,,,,,,,,,,,,,,,,,,,3.7,8782.96,646.55
D,TRADING,REGIONSUM,4,"2019/08/01 00:30:00",1,QLD1,1,5431.8,9935.28,0,-25.32,5722.94,0,291.14,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,23.64,,,,,,,,89.19,,,,,,,,69.5,,,,,,"2019/08/01 00:25:03",5465.54,5434.33,,53.5,,,,50,,,,,,,,,,,,,,,,,,,132.14,5566.47,95.28
D,TRADING,REGIONSUM,4,"2019/08/01 00:30:00",1,SA1,1,1686.6,3164.88,80,-11.67,1640.99,0,-45.61,0,,,40.83,,,,,,,,68.45,,,,,,,,8.26,,,,,,,,41,,,,,,,,78.12,,,,,,,,95.65,,,,,,"2019/08/01 00:25:03",1705.54,1685.77,,48.33,,,,27.83,,,,,,,,,,,,,,,,,,,5.63,1691.40,352.88
D,TRADING,REGIONSUM,4,"2019/08/01 00:30:00",1,TAS1,1,1104.11,2092,0,-3.32,1481.2,0,377.1,0,,,65.42,,,,,,,,20,,,,,,,,13.33,,,,,,,,61.71,,,,,,,,61.85,,,,,,,,47.22,,,,,,"2019/08/01 00:25:03",1125.66,1116.52,,3.17,,,,10,,,,,,,,,,,,,,,,,,,117.34,1233.86,45
D,TRADING,REGIONSUM,4,"2019/08/01 00:30:00",1,VIC1,1,5324.45,7667.16,0,-14.66,4880.32,0,-444.12,0,,,70,,,,,,,,28.97,,,,,,,,10.39,,,,,,,,37.5,,,,,,,,44,,,,,,,,31.38,,,,,,"2019/08/01 00:25:03",5348.95,5334.65,,12.5,,,,12,,,,,,,,,,,,,,,,,,,37.38,5372.03,71.16
D,TRADING,REGIONSUM,4,"2019/08/01 01:00:00",1,NSW1,2,8362.55,13094.17,200,-33.38,8275.42,200,-287.13,0,,,15,,,,,,,,15.83,,,,,,,,3.24,,,,,,,,179,,,,,,,,19.96,,,,,,,,40.96,,,,,,"2019/08/01 00:55:03",8602.24,8570.94,,88,,,,104.33,,,,,,,,,,,,,,,,,,,2.97,8573.91,603.17
D,TRADING,REGIONSUM,4,"2019/08/01 01:00:00",1,QLD1,2,5295.39,9928.24,0,-26.82,5703.52,0,408.13,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,22,,,,,,,,67.15,,,,,,,,68,,,,,,"2019/08/01 00:55:03",5326.61,5300.95,,57.67,,,,50,,,,,,,,,,,,,,,,,,,135.29,5436.24,88.24
D,TRADING,REGIONSUM,4,"2019/08/01 01:00:00",1,SA1,2,1628.65,3132.56,80,-14.19,1547.16,0,-81.49,0,,,40.83,,,,,,,,69.28,,,,,,,,16.77,,,,,,,,41,,,,,,,,69,,,,,,,,85.09,,,,,,"2019/08/01 00:55:03",1646.83,1627.83,,51.67,,,,47,,,,,,,,,,,,,,,,,,,7.75,1635.58,319.56
D,TRADING,REGIONSUM,4,"2019/08/01 01:00:00",1,TAS1,2,1077.19,2092,0,-8.42,1414.49,0,337.3,0,,,63.6,,,,,,,,20.2,,,,,,,,10.92,,,,,,,,26.27,,,,,,,,62.83,,,,,,,,45.92,,,,,,"2019/08/01 00:55:03",1096.71,1087.09,,0,,,,6.67,,,,,,,,,,,,,,,,,,,123.17,1210.26,45
D,TRADING,REGIONSUM,4,"2019/08/01 01:00:00",1,VIC1,2,5140.63,7661.11,0,-26.7,4795.11,0,-345.52,0,,,72.76,,,,,,,,35.13,,,,,,,,10.83,,,,,,,,36.85,,,,,,,,44,,,,,,,,22.97,,,,,,"2019/08/01 00:55:03",5173.29,5148.9,,12.67,,,,12,,,,,,,,,,,,,,,,,,,42.94,5191.84,65.11
