C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2017/03/10,20:10:04,0000000281670001,,0000000281669815
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2017/02/01 00:30:00",1,NSW1,1,7589.4,13160,80,-33.75,7101.74,80,-567.66,0,,,91,,,,,,,,20,,,,,,,,16,,,,,,,,273.07,,,,,,,,146.37,,,,,,,,182.5,,,,,,"2017/02/01 00:25:04",7748.75,7708.07,,71.5,,,,42.56,,,,,,,,,,,,,,,,,,,41.41,7749.48,60
D,TRADING,REGIONSUM,4,"2017/02/01 00:30:00",1,QLD1,1,6292.74,9934,245,-69.04,6126.44,0,-166.3,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,153,,,,,,,,48.55,,,,,,,,45.8,,,,,,"2017/02/01 00:25:04",6368.75,6298.23,,14.85,,,,20.65,,,,,,,,,,,,,,,,,,,93.81,6392.04,0
D,TRADING,REGIONSUM,4,"2017/02/01 00:30:00",1,SA1,1,1329.25,2435.9,0,-15.49,1114.41,0,-214.84,0,,,0,,,,,,,,30,,,,,,,,0,,,,,,,,28.44,,,,,,,,30,,,,,,,,15,,,,,,"2017/02/01 00:25:04",1356.52,1334.47,,0,,,,0,,,,,,,,,,,,,,,,,,,95.61,1430.08,546.9
D,TRADING,REGIONSUM,4,"2017/02/01 00:30:00",1,TAS1,1,938.45,2195.44,0,-1.76,463.66,0,-474.79,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,13.39,,,,,,,,81.94,,,,,,,,65.55,,,,,,"2017/02/01 00:25:04",938.73,938.45,,3.21,,,,46.79,,,,,,,,,,,,,,,,,,,74.12,1012.57,88.44
D,TRADING,REGIONSUM,4,"2017/02/01 00:30:00",1,VIC1,1,4287.13,9920.5,0,-23.37,5806.47,0,1519.34,0,,,100.9,,,,,,,,131.12,,,,,,,,87.12,,,,,,,,52.24,,,,,,,,100,,,,,,,,98,,,,,,"2017/02/01 00:25:04",4357.19,4333.51,,30.44,,,,20,,,,,,,,,,,,,,,,,,,92.44,4425.95,78.5
D,TRADING,REGIONSUM,4,"2017/02/01 01:00:00",1,NSW1,2,7286.38,13155.22,80,-42.98,6363.06,80,-1003.32,0,,,74.52,,,,,,,,20,,,,,,,,16,,,,,,,,270.49,,,,,,,,148.41,,,,,,,,172.28,,,,,,"2017/02/01 00:55:04",7457.97,7393.8,,62.35,,,,52.08,,,,,,,,,,,,,,,,,,,33.24,7427.04,55.22
D,TRADING,REGIONSUM,4,"2017/02/01 01:00:00",1,QLD1,2,6044.19,10182.5,245,-18.58,6426.66,0,382.47,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,153,,,,,,,,48.42,,,,,,,,45.08,,,,,,"2017/02/01 00:55:04",6060.44,6047.3,,13.23,,,,14.65,,,,,,,,,,,,,,,,,,,96.16,6143.46,0
D,TRADING,REGIONSUM,4,"2017/02/01 01:00:00",1,SA1,2,1236.57,2450.89,0,-14.18,1040.89,0,-195.68,0,,,0,,,,,,,,30,,,,,,,,0,,,,,,,,6.67,,,,,,,,30,,,,,,,,15,,,,,,"2017/02/01 00:55:04",1259.63,1239.01,,12.46,,,,0,,,,,,,,,,,,,,,,,,,99.66,1338.67,560.89
D,TRADING,REGIONSUM,4,"2017/02/01 01:00:00",1,TAS1,2,931.18,2189.04,0,0.35,457.4,0,-473.77,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,23.15,,,,,,,,93.47,,,,,,,,74.78,,,,,,"2017/02/01 00:55:04",930.67,931.18,,3.73,,,,45.77,,,,,,,,,,,,,,,,,,,71.4,1002.58,82.04
D,TRADING,REGIONSUM,4,"2017/02/01 01:00:00",1,VIC1,2,4138.1,9895,0,-7.07,5494.79,0,1356.69,0,,,114.21,,,,,,,,142,,,,,,,,98,,,,,,,,58.36,,,,,,,,86.84,,,,,,,,100,,,,,,"2017/02/01 00:55:04",4179.79,4171.52,,34.48,,,,17.5,,,,,,,,,,,,,,,,,,,85.59,4257.11,53
D,TRADING,REGIONSUM,4,"2017/02/01 01:30:00",1,NSW1,3,6964.76,13161.56,120,-50.98,6293.25,120,-791.51,0,,,71.91,,,,,,,,28.85,,,,,,,,22.67,,,,,,,,269,,,,,,,,143.4,,,,,,,,179.3,,,,,,"2017/02/01 01:25:04",7176.32,7135.11,,59.18,,,,46.19,,,,,,,,,,,,,,,,,,,49.69,7184.80,61.56
D,TRADING,REGIONSUM,4,"2017/02/01 01:30:00",1,QLD1,3,5972.38,10062.67,245,-37.59,5922.43,0,-49.95,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,153,,,,,,,,46.03,,,,,,,,44.36,,,,,,"2017/02/01 01:25:04",6019.67,5976.59,,7.78,,,,13.81,,,,,,,,,,,,,,,,,,,100.54,6077.13,0
D,TRADING,REGIONSUM,4,"2017/02/01 01:30:00",1,SA1,3,1175.81,2439.83,0,-7.22,1029.84,0,-145.98,0,,,0,,,,,,,,30,,,,,,,,0,,,,,,,,3.33,,,,,,,,30,,,,,,,,15,,,,,,"2017/02/01 01:25:04",1185.74,1177.21,,14.73,,,,0,,,,,,,,,,,,,,,,,,,93.59,1270.80,549.83
D,TRADING,REGIONSUM,4,"2017/02/01 01:30:00",1,TAS1,3,928.03,2191.35,0,-0.51,450.03,0,-478,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,17.65,,,,,,,,91.76,,,,,,,,73.41,,,,,,"2017/02/01 01:25:04",929.36,928.03,,0,,,,50,,,,,,,,,,,,,,,,,,,72.58,1000.61,84.35
D,TRADING,REGIONSUM,4,"2017/02/01 01:30:00",1,VIC1,3,4017.05,9888.9,0,-19.29,5580.76,0,1563.72,0,,,118.01,,,,,,,,145.71,,,,,,,,103.89,,,,,,,,64.58,,,,,,,,97.68,,,,,,,,96.8,,,,,,"2017/02/01 01:25:04",4062.08,4059.37,,46.36,,,,20,,,,,,,,,,,,,,,,,,,87.14,4146.51,46.9
D,TRADING,REGIONSUM,4,"2017/02/01 02:00:00",1,NSW1,4,6838.74,13162.05,113.33,-27.36,6337.53,103.3,-604.51,0,,,82.67,,,,,,,,63.63,,,,,,,,26.74,,,,,,,,265.12,,,,,,,,158.51,,,,,,,,194.91,,,,,,"2017/02/01 01:55:04",7029.6,7000.6,,54.83,,,,40.19,,,,,,,,,,,,,,,,,,,60.98,7061.58,62.05
D,TRADING,REGIONSUM,4,"2017/02/01 02:00:00",1,QLD1,4,5996.04,9956.17,245,-25.55,5754.26,0,-241.78,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,153,,,,,,,,50.75,,,,,,,,45.5,,,,,,"2017/02/01 01:55:04",6039.1,6005.12,,17.02,,,,19.81,,,,,,,,,,,,,,,,,,,101.95,6107.07,0
D,TRADING,REGIONSUM,4,"2017/02/01 02:00:00",1,SA1,4,1176.12,2380.02,0,-2.92,927.75,0,-248.37,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,10.61,,,,,,,,0,,,,,,"2017/02/01 01:55:04",1187.2,1186.31,,8.15,,,,0,,,,,,,,,,,,,,,,,,,74.69,1261,490.02
D,TRADING,REGIONSUM,4,"2017/02/01 02:00:00",1,TAS1,4,940.22,2175.86,0,-0.09,462.22,0,-478,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,17.95,,,,,,,,92.75,,,,,,,,74.2,,,,,,"2017/02/01 01:55:04",939.16,940.22,,0,,,,50,,,,,,,,,,,,,,,,,,,66.96,1007.18,68.86
D,TRADING,REGIONSUM,4,"2017/02/01 02:00:00",1,VIC1,4,3826.21,9883.66,0,-19.05,5547.57,0,1721.36,0,,,116.52,,,,,,,,145,,,,,,,,103.89,,,,,,,,70.85,,,,,,,,98.33,,,,,,,,96.33,,,,,,"2017/02/01 01:55:04",3916.4,3897.09,,40,,,,20,,,,,,,,,,,,,,,,,,,78.45,3975.54,41.66
D,TRADING,REGIONSUM,4,"2017/02/01 02:30:00",1,NSW1,5,6636.28,12942.66,80,-19.32,6044.9,80,-671.39,0,,,54.81,,,,,,,,54.78,,,,,,,,17.16,,,,,,,,264,,,,,,,,168.17,,,,,,,,198.04,,,,,,"2017/02/01 02:25:03",6814.7,6778.24,,50,,,,41.83,,,,,,,,,,,,,,,,,,,44.98,6823.22,50.99
D,TRADING,REGIONSUM,4,"2017/02/01 02:30:00",1,QLD1,5,5941.2,9922,245,2.85,5723.28,0,-217.92,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,153,,,,,,,,54.93,,,,,,,,46.5,,,,,,"2017/02/01 02:25:03",5943.22,5948.73,,18.99,,,,19.01,,,,,,,,,,,,,,,,,,,102.95,6051.68,0
D,TRADING,REGIONSUM,4,"2017/02/01 02:30:00",1,SA1,5,1136.85,2365.06,0,-0.95,903.4,0,-233.45,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2017/02/01 02:25:03",1152.91,1147.45,,11.01,,,,0,,,,,,,,,,,,,,,,,,,64.73,1212.18,474.06
D,TRADING,REGIONSUM,4,"2017/02/01 02:30:00",1,TAS1,5,947.48,2171.42,0,-0.27,469.48,0,-478,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,17.81,,,,,,,,94.19,,,,,,,,74.76,,,,,,"2017/02/01 02:25:03",947.77,947.48,,0,,,,50,,,,,,,,,,,,,,,,,,,57.76,1005.24,64.42
D,TRADING,REGIONSUM,4,"2017/02/01 02:30:00",1,VIC1,5,3754.54,9870.47,0,-16.3,5510.62,0,1756.07,0,,,146.23,,,,,,,,160,,,,,,,,119.61,,,,,,,,74.12,,,,,,,,100,,,,,,,,98,,,,,,"2017/02/01 02:25:03",3841.53,3829.77,,40,,,,19.17,,,,,,,,,,,,,,,,,,,55.89,3885.66,28.47
D,TRADING,REGIONSUM,4,"2017/02/01 03:00:00",1,NSW1,6,6636.74,13143.61,120,-7.23,5967.78,120,-788.96,0,,,26.07,,,,,,,,84.88,,,,,,,,40.27,,,,,,,,264.7,,,,,,,,165.54,,,,,,,,198.53,,,,,,"2017/02/01 02:55:03",6816.99,6814.1,,53.33,,,,26,,,,,,,,,,,,,,,,,,,32.81,6846.91,43.61
D,TRADING,REGIONSUM,4,"2017/02/01 03:00:00",1,QLD1,6,5934.72,10177,245,-1.75,5826.51,0,-108.2,0,,,1.67,,,,,,,,0,,,,,,,,0,,,,,,,,153,,,,,,,,59.08,,,,,,,,49,,,,,,"2017/02/01 02:55:03",5930.52,5937.64,,19.07,,,,34,,,,,,,,,,,,,,,,,,,104.18,6041.82,0
D,TRADING,REGIONSUM,4,"2017/02/01 03:00:00",1,SA1,6,1137.51,2359.59,0,-2.23,897.46,0,-240.05,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2017/02/01 02:55:03",1152.61,1148.92,,8.83,,,,0,,,,,,,,,,,,,,,,,,,65.08,1214,468.59
D,TRADING,REGIONSUM,4,"2017/02/01 03:00:00",1,TAS1,6,957.55,2178.54,0,0.1,479.55,0,-478,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,17.49,,,,,,,,95.18,,,,,,,,74.27,,,,,,"2017/02/01 02:55:03",957.91,957.55,,0,,,,50,,,,,,,,,,,,,,,,,,,53.72,1011.27,71.54
D,TRADING,REGIONSUM,4,"2017/02/01 03:00:00",1,VIC1,6,3731.1,9801.29,0,0.84,5495.74,0,1764.64,0,,,173.33,,,,,,,,130,,,,,,,,96.62,,,,,,,,73.06,,,,,,,,96.67,,,,,,,,94.67,,,,,,"2017/02/01 02:55:03",3815.19,3808.85,,38.76,,,,20,,,,,,,,,,,,,,,,,,,51.55,3860.40,26.29
D,TRADING,REGIONSUM,4,"2017/02/01 03:30:00",1,NSW1,7,6640.35,13138.72,120,1.57,5999.49,120,-760.86,0,,,16,,,,,,,,52.72,,,,,,,,16.15,,,,,,,,268,,,,,,,,158.6,,,,,,,,193.42,,,,,,"2017/02/01 03:25:03",6811.9,6820.72,,64.05,,,,42.12,,,,,,,,,,,,,,,,,,,47.59,6868.31,38.72
