C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2017/06/07,00:20:00,0000000284271492,,0000000284271306
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2017/05/01 00:30:00",1,NSW1,1,6813.81,11556.82,0,-23.41,5679.84,0,-1133.97,0,,,71.02,,,,,,,,13.34,,,,,,,,12,,,,,,,,200,,,,,,,,123.38,,,,,,,,205.78,,,,,,"2017/05/01 00:25:04",6856.25,6832.64,,91.42,,,,66.52,,,,,,,,,,,,,,,,,,,4.12,6836.76,129.15
D,TRADING,REGIONSUM,4,"2017/05/01 00:30:00",1,QLD1,1,5104.1,9763,240,-32.72,5738.22,0,634.12,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,158.03,,,,,,,,60.19,,,,,,,,66.74,,,,,,"2017/05/01 00:25:04",5154.95,5110.18,,23.21,,,,38.61,,,,,,,,,,,,,,,,,,,103.1,5213.28,0
D,TRADING,REGIONSUM,4,"2017/05/01 00:30:00",1,SA1,1,1300.04,1847.15,0,-11.35,762.01,0,-538.03,0,,,0,,,,,,,,24.67,,,,,,,,0,,,,,,,,60,,,,,,,,60,,,,,,,,40.83,,,,,,"2017/05/01 00:25:04",1332.55,1314.6,,8.15,,,,0,,,,,,,,,,,,,,,,,,,109.14,1423.74,212.15
D,TRADING,REGIONSUM,4,"2017/05/01 00:30:00",1,TAS1,1,955.8,2341.84,0,-0.37,553.68,0,-402.12,0,,,15.94,,,,,,,,0,,,,,,,,0,,,,,,,,98.9,,,,,,,,180.25,,,,,,,,81.63,,,,,,"2017/05/01 00:25:04",963.11,955.8,,1.67,,,,14.87,,,,,,,,,,,,,,,,,,,80.09,1035.89,30.84
D,TRADING,REGIONSUM,4,"2017/05/01 00:30:00",1,VIC1,1,4329.4,8180.5,0,-25.08,5865.15,0,1535.76,0,,,92.5,,,,,,,,100.9,,,,,,,,83.06,,,,,,,,22,,,,,,,,22,,,,,,,,50.83,,,,,,"2017/05/01 00:25:04",4399.48,4385.69,,14,,,,10,,,,,,,,,,,,,,,,,,,152.28,4537.97,210.5
D,TRADING,REGIONSUM,4,"2017/05/01 01:00:00",1,NSW1,2,6689.03,11579.46,0,-25.32,5530.22,0,-1158.81,0,,,72,,,,,,,,32.14,,,,,,,,24.14,,,,,,,,200,,,,,,,,148.01,,,,,,,,201.82,,,,,,"2017/05/01 00:55:03",6731.68,6712.62,,76.23,,,,46.79,,,,,,,,,,,,,,,,,,,4.21,6716.83,143.46
D,TRADING,REGIONSUM,4,"2017/05/01 01:00:00",1,QLD1,2,5025.99,9758,240,-35.09,5605.13,0,579.14,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,194.81,,,,,,,,89.06,,,,,,,,86.46,,,,,,"2017/05/01 00:55:03",5078.87,5030.31,,29.77,,,,23.21,,,,,,,,,,,,,,,,,,,103.83,5134.14,0
D,TRADING,REGIONSUM,4,"2017/05/01 01:00:00",1,SA1,2,1234.74,1906.81,0,-11.19,802.81,0,-431.92,0,,,0,,,,,,,,30,,,,,,,,0,,,,,,,,56.67,,,,,,,,63.6,,,,,,,,40,,,,,,"2017/05/01 00:55:03",1256.97,1244.24,,0,,,,0,,,,,,,,,,,,,,,,,,,110.57,1354.81,271.81
D,TRADING,REGIONSUM,4,"2017/05/01 01:00:00",1,TAS1,2,935.02,2197,0,0.27,457.02,0,-478,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,68,,,,,,,,131.22,,,,,,,,75.27,,,,,,"2017/05/01 00:55:03",940.93,935.02,,0,,,,50,,,,,,,,,,,,,,,,,,,91.37,1026.39,32
D,TRADING,REGIONSUM,4,"2017/05/01 01:00:00",1,VIC1,2,4107.55,8211.55,0,-20.94,5685.4,0,1577.85,0,,,131.24,,,,,,,,160,,,,,,,,120,,,,,,,,22,,,,,,,,22,,,,,,,,50.33,,,,,,"2017/05/01 00:55:03",4176.59,4158.4,,14,,,,10,,,,,,,,,,,,,,,,,,,187.07,4345.47,242.55
