C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2017/08/08,02:25:00,0000000286162619,,0000000286162375
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2017/07/01 00:30:00",1,NSW1,1,9040.81,11901.1,0,-42.72,8262.57,0,-778.24,0,,,62.23,,,,,,,,16,,,,,,,,16,,,,,,,,236.02,,,,,,,,137.96,,,,,,,,144.36,,,,,,"2017/07/01 00:25:03",9128.5,9075.63,,79.21,,,,47.33,,,,,,,,,,,,,,,,,,,16.71,9092.34,87.1
D,TRADING,REGIONSUM,4,"2017/07/01 00:30:00",1,QLD1,1,5507.16,9633,240,-42.88,6426.56,0,919.4,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,43,,,,,,,,40,,,,,,,,40,,,,,,"2017/07/01 00:25:03",5580.67,5527.11,,60.45,,,,41.67,,,,,,,,,,,,,,,,,,,165.79,5692.90,0
D,TRADING,REGIONSUM,4,"2017/07/01 00:30:00",1,SA1,1,1582.09,2711.61,0,-15.77,1744.07,0,161.98,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,28.67,,,,,,,,60,,,,,,,,45,,,,,,"2017/07/01 00:25:03",1604.29,1582.02,,2.33,,,,0,,,,,,,,,,,,,,,,,,,160.15,1742.17,565.61
D,TRADING,REGIONSUM,4,"2017/07/01 00:30:00",1,TAS1,1,1257.82,2129,0,-4.88,1520.08,0,262.25,0,,,0.04,,,,,,,,0,,,,,,,,0,,,,,,,,190.2,,,,,,,,102.95,,,,,,,,83.55,,,,,,"2017/07/01 00:25:03",1267.98,1263.8,,8.33,,,,31,,,,,,,,,,,,,,,,,,,50.32,1314.12,0
D,TRADING,REGIONSUM,4,"2017/07/01 00:30:00",1,VIC1,1,5585.75,8172.82,0,-23.51,5085,0,-500.76,0,,,80.83,,,,,,,,5.53,,,,,,,,5.53,,,,,,,,20.83,,,,,,,,30.83,,,,,,,,58.83,,,,,,"2017/07/01 00:25:03",5614.57,5589.71,,4.89,,,,10,,,,,,,,,,,,,,,,,,,42.38,5632.09,113.82
D,TRADING,REGIONSUM,4,"2017/07/01 01:00:00",1,NSW1,2,8796.41,11763.35,0,-37.86,8038.35,0,-758.07,0,,,65.17,,,,,,,,16,,,,,,,,16,,,,,,,,240,,,,,,,,145.68,,,,,,,,150.53,,,,,,"2017/07/01 00:55:04",8878.43,8833.86,,48.33,,,,51.46,,,,,,,,,,,,,,,,,,,23.29,8857.15,87.69
D,TRADING,REGIONSUM,4,"2017/07/01 01:00:00",1,QLD1,2,5343.05,9635,240,-17.57,6275.52,0,932.47,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,43,,,,,,,,40,,,,,,,,40,,,,,,"2017/07/01 00:55:04",5387.5,5364.2,,42.75,,,,44.17,,,,,,,,,,,,,,,,,,,168.25,5532.45,0
D,TRADING,REGIONSUM,4,"2017/07/01 01:00:00",1,SA1,2,1460.6,2649.57,0,-16.8,1604.89,0,144.29,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,30,,,,,,,,60,,,,,,,,45,,,,,,"2017/07/01 00:55:04",1490.58,1460.42,,0,,,,0,,,,,,,,,,,,,,,,,,,163.55,1623.97,623.57
D,TRADING,REGIONSUM,4,"2017/07/01 01:00:00",1,TAS1,2,1238.16,2129,0,-1.45,1464.59,0,226.43,0,,,32.29,,,,,,,,0,,,,,,,,0,,,,,,,,187.96,,,,,,,,107.11,,,,,,,,89.26,,,,,,"2017/07/01 00:55:04",1245.43,1242.46,,34,,,,31.04,,,,,,,,,,,,,,,,,,,50.32,1292.78,0
D,TRADING,REGIONSUM,4,"2017/07/01 01:00:00",1,VIC1,2,5357.89,8176.21,0,-27.86,4879.06,0,-478.84,0,,,79.17,,,,,,,,17.8,,,,,,,,17.8,,,,,,,,22,,,,,,,,32,,,,,,,,60,,,,,,"2017/07/01 00:55:04",5390.9,5361.46,,0.09,,,,3.33,,,,,,,,,,,,,,,,,,,54.56,5416.02,113.04
D,TRADING,REGIONSUM,4,"2017/07/01 01:30:00",1,NSW1,3,8575.69,11823.08,231.67,-52.56,7841.71,225,-958.98,0,,,71,,,,,,,,16,,,,,,,,16,,,,,,,,234.75,,,,,,,,134.2,,,,,,,,142.55,,,,,,"2017/07/01 01:25:03",8865.41,8846,,43,,,,60.67,,,,,,,,,,,,,,,,,,,20.1,8866.10,84.08
D,TRADING,REGIONSUM,4,"2017/07/01 01:30:00",1,QLD1,3,5220.58,9671.67,240,-35.81,6266.3,0,1045.71,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,43,,,,,,,,40,,,,,,,,40,,,,,,"2017/07/01 01:25:03",5288.23,5248.29,,31,,,,41.67,,,,,,,,,,,,,,,,,,,172.27,5420.56,0
D,TRADING,REGIONSUM,4,"2017/07/01 01:30:00",1,SA1,3,1376.68,2619.78,0,-14.68,1530.5,0,153.83,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,30,,,,,,,,60,,,,,,,,45,,,,,,"2017/07/01 01:25:03",1392.68,1376.67,,0,,,,0,,,,,,,,,,,,,,,,,,,159.31,1535.98,592.78
D,TRADING,REGIONSUM,4,"2017/07/01 01:30:00",1,TAS1,3,1214.06,2129,0,-2.97,1509.8,0,295.74,0,,,34.57,,,,,,,,0,,,,,,,,0,,,,,,,,171.27,,,,,,,,107.9,,,,,,,,86.61,,,,,,"2017/07/01 01:25:03",1225.46,1221.67,,46,,,,27.67,,,,,,,,,,,,,,,,,,,50.79,1272.46,0
D,TRADING,REGIONSUM,4,"2017/07/01 01:30:00",1,VIC1,3,5153.26,8189.82,0,-26.68,4701.46,0,-451.8,0,,,78.33,,,,,,,,25.4,,,,,,,,25.4,,,,,,,,22,,,,,,,,26.23,,,,,,,,54.17,,,,,,"2017/07/01 01:25:03",5200.25,5157.12,,0,,,,0,,,,,,,,,,,,,,,,,,,53.07,5210.19,122.49
D,TRADING,REGIONSUM,4,"2017/07/01 02:00:00",1,NSW1,4,8298.75,11815.23,235,-43.16,7510.19,235,-1023.56,0,,,76,,,,,,,,16,,,,,,,,16,,,,,,,,292.54,,,,,,,,173.07,,,,,,,,209.4,,,,,,"2017/07/01 01:55:04",8639.54,8586.01,,42.24,,,,63.17,,,,,,,,,,,,,,,,,,,14.59,8600.60,76.23
D,TRADING,REGIONSUM,4,"2017/07/01 02:00:00",1,QLD1,4,5130.58,9705,240,-21.26,6243.68,0,1113.1,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,43,,,,,,,,40,,,,,,,,40.08,,,,,,"2017/07/01 01:55:04",5187.78,5162.67,,31.76,,,,41.67,,,,,,,,,,,,,,,,,,,168.45,5331.12,0
D,TRADING,REGIONSUM,4,"2017/07/01 02:00:00",1,SA1,4,1273.02,2607.62,0,-13.69,1389.75,0,116.73,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,60,,,,,,,,0,,,,,,"2017/07/01 01:55:04",1294.55,1272.74,,0,,,,0,,,,,,,,,,,,,,,,,,,173.33,1446.07,580.62
D,TRADING,REGIONSUM,4,"2017/07/01 02:00:00",1,TAS1,4,1195.44,2129,0,-0.95,1467.3,0,271.86,0,,,31.6,,,,,,,,0,,,,,,,,0,,,,,,,,140.12,,,,,,,,73.61,,,,,,,,69.45,,,,,,"2017/07/01 01:55:04",1211.31,1201.93,,46,,,,25.17,,,,,,,,,,,,,,,,,,,51.71,1253.64,0
D,TRADING,REGIONSUM,4,"2017/07/01 02:00:00",1,VIC1,4,4938.25,8195.23,0,-18.23,4553.87,0,-384.37,0,,,79.17,,,,,,,,35.32,,,,,,,,35.32,,,,,,,,22,,,,,,,,25.33,,,,,,,,53.09,,,,,,"2017/07/01 01:55:04",4973.92,4941.45,,0,,,,0,,,,,,,,,,,,,,,,,,,51.6,4993.05,126.23
D,TRADING,REGIONSUM,4,"2017/07/01 02:30:00",1,NSW1,5,7942.42,11800.99,235,-61.5,7272.94,235,-904.48,0,,,76,,,,,,,,16,,,,,,,,16,,,,,,,,246.8,,,,,,,,191.98,,,,,,,,225.32,,,,,,"2017/07/01 02:25:03",8280.94,8218.74,,40,,,,57,,,,,,,,,,,,,,,,,,,24.22,8242.96,61.99
D,TRADING,REGIONSUM,4,"2017/07/01 02:30:00",1,QLD1,5,5059.65,9607.67,240,-2.55,6055.26,0,995.6,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,43,,,,,,,,40,,,,,,,,40,,,,,,"2017/07/01 02:25:03",5096.04,5084.86,,34,,,,43.67,,,,,,,,,,,,,,,,,,,168.4,5253.26,0
D,TRADING,REGIONSUM,4,"2017/07/01 02:30:00",1,SA1,5,1221.3,2654.58,0,-7.3,1391.64,0,170.34,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,"2017/07/01 02:25:03",1233.88,1221.71,,0,,,,0,,,,,,,,,,,,,,,,,,,187.2,1408.91,626.58
