C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2019/11/07,01:20:02,0000000314944275,,0000000314944051
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2019/10/01 01:30:00",1,NSW1,3,7129.11,9004.03,0,-38.61,5763.66,0,-1365.45,0,,,35,,,,,,,,23.33,,,,,,,,3.76,,,,,,,,72,,,,,,,,30.5,,,,,,,,92.84,,,,,,"2019/10/01 01:25:03",7233.55,7181.5,,65.68,,,,74.31,,,,,,,,,,,,,,,,,,,62,7243.50,749.03
D,TRADING,REGIONSUM,4,"2019/10/01 01:30:00",1,VIC1,3,4744.38,7287.56,10,-14.61,4532.89,8.33,-219.82,0,,,58.43,,,,,,,,91.82,,,,,,,,12.5,,,,,,,,52.19,,,,,,,,46.58,,,,,,,,57.86,,,,,,"2019/10/01 01:25:03",4804.15,4791.63,,2.5,,,,8.48,,,,,,,,,,,,,,,,,,,65.42,4857.05,280.56
D,TRADING,REGIONSUM,4,"2019/10/01 01:30:00",1,SA1,3,1273.33,2992.99,87,-13.06,1724.86,0,451.53,0,,,42.67,,,,,,,,54.06,,,,,,,,84,,,,,,,,46.33,,,,,,,,81.91,,,,,,,,128.85,,,,,,"2019/10/01 01:25:03",1282.63,1282.72,,21.67,,,,85,,,,,,,,,,,,,,,,,,,150.15,1432.87,1109.99
D,TRADING,REGIONSUM,4,"2019/10/01 01:30:00",1,QLD1,3,5287.52,10099.08,0,-16.3,6293.92,0,1006.4,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,14,,,,,,,,51.15,,,,,,,,41.79,,,,,,"2019/10/01 01:25:03",5346.92,5325.2,,70.15,,,,75.57,,,,,,,,,,,,,,,,,,,140.22,5465.42,113.08
D,TRADING,REGIONSUM,4,"2019/10/01 01:30:00",1,TAS1,3,991.26,1869.06,0,-0.83,1263.79,0,272.53,0,,,78.81,,,,,,,,48.45,,,,,,,,17.38,,,,,,,,107.75,,,,,,,,142.25,,,,,,,,31.05,,,,,,"2019/10/01 01:25:03",997.19,998.08,,50,,,,24,,,,,,,,,,,,,,,,,,,68.12,1066.20,5.06
D,TRADING,REGIONSUM,4,"2019/10/01 02:30:00",1,NSW1,5,6626.11,9064.87,0,-45.18,5343.29,0,-1282.82,0,,,21.75,,,,,,,,24.17,,,,,,,,27.11,,,,,,,,74,,,,,,,,55.04,,,,,,,,101.19,,,,,,"2019/10/01 02:25:03",6720.38,6673.83,,51.31,,,,73,,,,,,,,,,,,,,,,,,,48.59,6722.42,809.87
D,TRADING,REGIONSUM,4,"2019/10/01 02:30:00",1,VIC1,5,4421.27,7254.02,10,-11.34,4315.74,10,-115.53,0,,,157.38,,,,,,,,180.48,,,,,,,,32.14,,,,,,,,54.35,,,,,,,,61.78,,,,,,,,53,,,,,,"2019/10/01 02:25:03",4498.74,4464.59,,2.67,,,,0,,,,,,,,,,,,,,,,,,,49.54,4514.13,247.02
D,TRADING,REGIONSUM,4,"2019/10/01 02:30:00",1,SA1,5,1172.38,2992.41,87,-5.55,1633.33,7,453.94,0,,,41.67,,,,,,,,24.85,,,,,,,,67.53,,,,,,,,51.33,,,,,,,,54.67,,,,,,,,110.17,,,,,,"2019/10/01 02:25:03",1184.76,1188.81,,19.33,,,,51,,,,,,,,,,,,,,,,,,,140.57,1329.38,1104.58
D,TRADING,REGIONSUM,4,"2019/10/01 02:30:00",1,QLD1,5,5196.95,10126.81,0,-8.06,6172.26,0,975.31,0,,,0,,,,,,,,0,,,,,,,,2.59,,,,,,,,79.12,,,,,,,,66,,,,,,,,61.52,,,,,,"2019/10/01 02:25:03",5234.51,5231.37,,94.04,,,,46.01,,,,,,,,,,,,,,,,,,,140.52,5371.89,142.31
D,TRADING,REGIONSUM,4,"2019/10/01 02:30:00",1,TAS1,5,979.25,1874.33,0,-0.63,1073.81,0,94.56,0,,,0.3,,,,,,,,5.84,,,,,,,,5.84,,,,,,,,79.41,,,,,,,,123.57,,,,,,,,35.19,,,,,,"2019/10/01 02:25:03",976.03,979.81,,42.66,,,,50,,,,,,,,,,,,,,,,,,,64.49,1044.30,10.33
