C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2019/05/08,02:50:03,0000000307608565,,0000000307608372
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2019/04/01 00:30:00",1,NSW1,1,6561.59,10240.17,0,-21.67,6031.52,0,-530.07,0,,,10,,,,,,,,41.24,,,,,,,,27.75,,,,,,,,205,,,,,,,,214.93,,,,,,,,196.53,,,,,,"2019/04/01 00:25:04",6622.28,6600.07,,25.03,,,,50.96,,,,,,,,,,,,,,,,,,,0.76,6600.83,261.17
D,TRADING,REGIONSUM,4,"2019/04/01 00:30:00",1,QLD1,1,5355.18,9651.9,0,-5.32,6152.32,0,797.14,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,153.03,,,,,,,,46.33,,,,,,,,25,,,,,,"2019/04/01 00:25:04",5392.99,5370.34,,74.28,,,,48.79,,,,,,,,,,,,,,,,,,,103.7,5474.04,79.56
D,TRADING,REGIONSUM,4,"2019/04/01 00:30:00",1,SA1,1,1367.58,2374.87,87,-8.63,1174.59,13.33,-206.33,0,,,40.85,,,,,,,,40.84,,,,,,,,44.13,,,,,,,,70.67,,,,,,,,100.17,,,,,,,,121.98,,,,,,"2019/04/01 00:25:04",1394.23,1382.91,,36.99,,,,31.41,,,,,,,,,,,,,,,,,,,31.43,1414.34,161.87
D,TRADING,REGIONSUM,4,"2019/04/01 00:30:00",1,TAS1,1,972.85,2085.17,0,-1.2,868.4,0,-104.45,0,,,38.2,,,,,,,,23.38,,,,,,,,2.53,,,,,,,,7.12,,,,,,,,76.71,,,,,,,,61.37,,,,,,"2019/04/01 00:25:04",972.55,972.85,,31.37,,,,48.85,,,,,,,,,,,,,,,,,,,48.4,1021.25,32.17
D,TRADING,REGIONSUM,4,"2019/04/01 00:30:00",1,VIC1,1,4231.91,7357.7,10,-12.89,4347.35,6.67,108.77,0,,,125.29,,,,,,,,56.94,,,,,,,,21.67,,,,,,,,60,,,,,,,,72.67,,,,,,,,90.59,,,,,,"2019/04/01 00:25:04",4264.1,4248.02,,2.33,,,,0,,,,,,,,,,,,,,,,,,,29.59,4277.61,66.7
D,TRADING,REGIONSUM,4,"2019/04/01 01:00:00",1,NSW1,2,6407.11,10244.66,0,-29.22,5917.25,0,-489.86,0,,,10,,,,,,,,40.83,,,,,,,,30,,,,,,,,202.83,,,,,,,,179.04,,,,,,,,174.32,,,,,,"2019/04/01 00:55:03",6490.82,6471,,28.02,,,,14.99,,,,,,,,,,,,,,,,,,,0.44,6471.44,266.66
D,TRADING,REGIONSUM,4,"2019/04/01 01:00:00",1,QLD1,2,5254.5,9691.11,0,-35.1,6232.31,0,977.81,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,145.99,,,,,,,,43.5,,,,,,,,23.84,,,,,,"2019/04/01 00:55:03",5308.21,5277.91,,79.96,,,,58.55,,,,,,,,,,,,,,,,,,,103.42,5381.33,61.11
D,TRADING,REGIONSUM,4,"2019/04/01 01:00:00",1,SA1,2,1339.1,2382.2,87,-11.73,1307.53,0,-31.57,0,,,41.17,,,,,,,,44.28,,,,,,,,46.82,,,,,,,,71.48,,,,,,,,101.15,,,,,,,,124.02,,,,,,"2019/04/01 00:55:03",1353.09,1339.14,,57.8,,,,56.46,,,,,,,,,,,,,,,,,,,26.17,1365.31,170.2
D,TRADING,REGIONSUM,4,"2019/04/01 01:00:00",1,TAS1,2,966.05,2102.22,0,-0.06,824.44,0,-141.61,0,,,36.61,,,,,,,,21.01,,,,,,,,14.36,,,,,,,,5.04,,,,,,,,76.43,,,,,,,,61.79,,,,,,"2019/04/01 00:55:03",970.7,966.05,,1.89,,,,50,,,,,,,,,,,,,,,,,,,41.27,1007.32,49.22
D,TRADING,REGIONSUM,4,"2019/04/01 01:00:00",1,VIC1,2,4102.06,7343.86,10,-14.96,3882.06,0,-220,0,,,127.67,,,,,,,,62.2,,,,,,,,11.67,,,,,,,,65.83,,,,,,,,79.11,,,,,,,,80.61,,,,,,"2019/04/01 00:55:03",4145.21,4109.48,,2.33,,,,0,,,,,,,,,,,,,,,,,,,25.49,4134.97,52.86
