C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2017/10/07,21:45:04,0000000288026766,,0000000288026580
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2017/09/01 00:30:00",1,NSW1,1,8465.66,11234.37,80,-32.21,7659.58,80,-886.07,0,,,87,,,,,,,,12,,,,,,,,12,,,,,,,,374.33,,,,,,,,255,,,,,,,,282.54,,,,,,"2017/09/01 00:25:04",8623.29,8577.87,,107.26,,,,110,,,,,,,,,,,,,,,,,,,3.78,8581.65,50.37
D,TRADING,REGIONSUM,4,"2017/09/01 00:30:00",1,QLD1,1,5493.46,9197.33,240,-36.29,6406.42,0,912.96,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,13,,,,,,,,0,,,,,,,,16.67,,,,,,"2017/09/01 00:25:04",5559.51,5513.03,,18.05,,,,0,,,,,,,,,,,,,,,,,,,114.45,5627.48,0
D,TRADING,REGIONSUM,4,"2017/09/01 00:30:00",1,SA1,1,1356.98,2887.53,0,-14.3,1596.72,0,239.74,0,,,0,,,,,,,,9.62,,,,,,,,0,,,,,,,,30,,,,,,,,91.58,,,,,,,,46.58,,,,,,"2017/09/01 00:25:04",1380.49,1358.57,,0,,,,0,,,,,,,,,,,,,,,,,,,210.16,1568.73,811.53
D,TRADING,REGIONSUM,4,"2017/09/01 00:30:00",1,TAS1,1,1156.17,2197.67,0,-4.39,1543,0,386.84,0,,,82.87,,,,,,,,0,,,,,,,,0,,,,,,,,72.22,,,,,,,,6.27,,,,,,,,2.07,,,,,,"2017/09/01 00:25:04",1171.66,1169.24,,10.98,,,,20,,,,,,,,,,,,,,,,,,,153.4,1322.64,3.67
D,TRADING,REGIONSUM,4,"2017/09/01 00:30:00",1,VIC1,1,5287.26,7518.99,0,-19.15,4706.4,0,-580.86,0,,,81.67,,,,,,,,100,,,,,,,,24.76,,,,,,,,37,,,,,,,,37,,,,,,,,42,,,,,,"2017/09/01 00:25:04",5311.74,5293.43,,0,,,,0,,,,,,,,,,,,,,,,,,,108.94,5402.37,255.65
D,TRADING,REGIONSUM,4,"2017/09/01 01:00:00",1,NSW1,2,8238.65,11130.15,80,-34.66,7269.2,80,-1049.46,0,,,92,,,,,,,,12,,,,,,,,12,,,,,,,,375.67,,,,,,,,257.5,,,,,,,,291.91,,,,,,"2017/09/01 00:55:04",8395.59,8354.12,,95.04,,,,110,,,,,,,,,,,,,,,,,,,5.29,8359.41,56.15
D,TRADING,REGIONSUM,4,"2017/09/01 01:00:00",1,QLD1,2,5358.47,9234,240,-33.03,6314.82,0,956.35,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,13,,,,,,,,0,,,,,,,,15,,,,,,"2017/09/01 00:55:04",5421.45,5380.79,,12.5,,,,0,,,,,,,,,,,,,,,,,,,112.35,5493.14,0
D,TRADING,REGIONSUM,4,"2017/09/01 01:00:00",1,SA1,2,1269.37,2747.21,0,-13.15,1511.01,0,241.63,0,,,0,,,,,,,,16.84,,,,,,,,0,,,,,,,,30,,,,,,,,90,,,,,,,,45,,,,,,"2017/09/01 00:55:04",1291.92,1271.11,,0,,,,0,,,,,,,,,,,,,,,,,,,221.6,1492.71,788.21
D,TRADING,REGIONSUM,4,"2017/09/01 01:00:00",1,TAS1,2,1133.52,2198.39,0,-1.07,1450.61,0,317.09,0,,,83.85,,,,,,,,0,,,,,,,,0,,,,,,,,71.57,,,,,,,,13.09,,,,,,,,3.68,,,,,,"2017/09/01 00:55:04",1148.21,1142.2,,20.43,,,,20,,,,,,,,,,,,,,,,,,,152.06,1294.26,4.39
D,TRADING,REGIONSUM,4,"2017/09/01 01:00:00",1,VIC1,2,5152.56,7572.31,0,-13.82,4760.31,0,-392.25,0,,,84.17,,,,,,,,100,,,,,,,,34.51,,,,,,,,37,,,,,,,,37,,,,,,,,42,,,,,,"2017/09/01 00:55:04",5172.8,5157.72,,0,,,,0,,,,,,,,,,,,,,,,,,,114.62,5272.34,269.98
