C,SETP.WORLD,DVD_TRADINGREGIONSUM,AEMO,PUBLIC,2017/09/07,05:05:03,0000000287091342,,0000000287091156
I,TRADING,REGIONSUM,4,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF
D,TRADING,REGIONSUM,4,"2017/08/01 00:30:00",1,NSW1,1,8259.53,11657.11,0,-30.34,7359.38,0,-900.16,0,,,72,,,,,,,,12,,,,,,,,9.67,,,,,,,,294.38,,,,,,,,201.98,,,,,,,,205.97,,,,,,"2017/08/01 00:25:03",8354.39,8313.22,,65.5,,,,57.82,,,,,,,,,,,,,,,,,,,6.42,8319.64,105.11
D,TRADING,REGIONSUM,4,"2017/08/01 00:30:00",1,QLD1,1,5468.02,9596,240,-40.93,6574.79,0,1106.77,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,128.45,,,,,,,,64.39,,,,,,,,55.57,,,,,,"2017/08/01 00:25:03",5542.5,5498.58,,14.66,,,,48.56,,,,,,,,,,,,,,,,,,,174.02,5672.60,0
D,TRADING,REGIONSUM,4,"2017/08/01 00:30:00",1,SA1,1,1705.28,2585.74,0,-16.12,1651.11,0,-54.17,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,17.5,,,,,,,,64.42,,,,,,,,31.75,,,,,,"2017/08/01 00:25:03",1716.66,1706.9,,0,,,,0,,,,,,,,,,,,,,,,,,,-0.31,1706.59,48.74
D,TRADING,REGIONSUM,4,"2017/08/01 00:30:00",1,TAS1,1,1129.29,2069.75,0,-3.47,1681.35,0,552.06,0,,,51.99,,,,,,,,23.95,,,,,,,,15.13,,,,,,,,51.84,,,,,,,,35.84,,,,,,,,35.84,,,,,,"2017/08/01 00:25:03",1154.56,1156.2,,39.85,,,,13.62,,,,,,,,,,,,,,,,,,,65.55,1221.75,1.75
D,TRADING,REGIONSUM,4,"2017/08/01 00:30:00",1,VIC1,1,5345.2,7974.01,0,-16.73,4762.27,0,-582.93,0,,,113.33,,,,,,,,58.06,,,,,,,,16.62,,,,,,,,31.74,,,,,,,,39.5,,,,,,,,77,,,,,,"2017/08/01 00:25:03",5367.36,5353.99,,0,,,,10,,,,,,,,,,,,,,,,,,,-0.48,5353.51,0.01
D,TRADING,REGIONSUM,4,"2017/08/01 01:00:00",1,NSW1,2,8064.94,11511.81,40,-34.62,7171.9,33.33,-926.37,0,,,72,,,,,,,,12,,,,,,,,12,,,,,,,,225.21,,,,,,,,110.95,,,,,,,,128.08,,,,,,"2017/08/01 00:55:04",8206.8,8156.18,,40.12,,,,50.68,,,,,,,,,,,,,,,,,,,7.04,8163.22,119.81
D,TRADING,REGIONSUM,4,"2017/08/01 01:00:00",1,QLD1,2,5320.28,9464.33,240,-19.43,6463.31,0,1143.04,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,73,,,,,,,,4.57,,,,,,,,37.51,,,,,,"2017/08/01 00:55:04",5382.07,5353.56,,29.88,,,,40.52,,,,,,,,,,,,,,,,,,,168.15,5521.71,0
D,TRADING,REGIONSUM,4,"2017/08/01 01:00:00",1,SA1,2,1626.96,2588.63,0,-15.17,1556.25,0,-70.72,0,,,0,,,,,,,,0.56,,,,,,,,0,,,,,,,,30,,,,,,,,91.81,,,,,,,,47.12,,,,,,"2017/08/01 00:55:04",1644.42,1628.63,,0,,,,0,,,,,,,,,,,,,,,,,,,0.08,1628.71,50.63
D,TRADING,REGIONSUM,4,"2017/08/01 01:00:00",1,TAS1,2,1108.32,2071.52,0,-0.87,1507.86,0,399.53,0,,,60.85,,,,,,,,0,,,,,,,,0,,,,,,,,176.33,,,,,,,,161.02,,,,,,,,110.63,,,,,,"2017/08/01 00:55:04",1120.12,1122.31,,50,,,,28.8,,,,,,,,,,,,,,,,,,,65.87,1188.18,3.52
D,TRADING,REGIONSUM,4,"2017/08/01 01:00:00",1,VIC1,2,5158.33,7974.01,0,-27.49,4726.73,0,-431.6,0,,,110,,,,,,,,94.32,,,,,,,,37.58,,,,,,,,22,,,,,,,,32,,,,,,,,77,,,,,,"2017/08/01 00:55:04",5191.92,5165.38,,0,,,,10,,,,,,,,,,,,,,,,,,,-0.5,5164.88,0.01
D,TRADING,REGIONSUM,4,"2017/08/01 01:30:00",1,NSW1,3,7939.86,11515.84,120,-33.74,7136.31,114.01,-917.56,0,,,71.33,,,,,,,,12,,,,,,,,11.33,,,,,,,,245.12,,,,,,,,92.99,,,,,,,,152.63,,,,,,"2017/08/01 01:25:04",8131.41,8112.81,,42.68,,,,41.93,,,,,,,,,,,,,,,,,,,13.96,8126.77,123.84
D,TRADING,REGIONSUM,4,"2017/08/01 01:30:00",1,QLD1,3,5169.84,9484,240,-37.61,6314.58,0,1144.74,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,78,,,,,,,,0,,,,,,,,64.21,,,,,,"2017/08/01 01:25:04",5258.22,5203.82,,27.32,,,,44.2,,,,,,,,,,,,,,,,,,,167.78,5371.60,0
D,TRADING,REGIONSUM,4,"2017/08/01 01:30:00",1,SA1,3,1534.17,2569.64,0,-14.39,1451.03,0,-83.15,0,,,0,,,,,,,,6.86,,,,,,,,0,,,,,,,,30,,,,,,,,90,,,,,,,,52.99,,,,,,"2017/08/01 01:25:04",1551.47,1536.1,,0,,,,0,,,,,,,,,,,,,,,,,,,-0.39,1535.71,31.64
D,TRADING,REGIONSUM,4,"2017/08/01 01:30:00",1,TAS1,3,1091.76,2071.38,0,-2.05,1427.24,0,335.48,0,,,74.01,,,,,,,,0,,,,,,,,0,,,,,,,,153.04,,,,,,,,193.95,,,,,,,,62.12,,,,,,"2017/08/01 01:25:04",1107.25,1101.56,,50,,,,43.87,,,,,,,,,,,,,,,,,,,65.76,1167.32,3.38
D,TRADING,REGIONSUM,4,"2017/08/01 01:30:00",1,VIC1,3,4997.44,7974.01,0,-29.39,4629.12,0,-368.33,0,,,98.33,,,,,,,,94.18,,,,,,,,45.69,,,,,,,,22.83,,,,,,,,31.17,,,,,,,,76.17,,,,,,"2017/08/01 01:25:04",5035.55,5003.97,,0,,,,0,,,,,,,,,,,,,,,,,,,-0.43,5003.54,0.01
