C,SETP.WORLD,DVD_TRADINGPRICE,AEMO,PUBLIC,2020/11/07,02:45:00,0000000331348837,,0000000331348624
I,TRADING,PRICE,2,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,PRICE_STATUS
D,TRADING,PRICE,2,"2020/10/02 11:30:00",1,NSW1,23,5.89,0,0,"2020/10/02 11:25:06",5.89,1.05,1.05,1.19,1.19,0.87,0.87,7.35,7.35,0.8,0.8,10.5,10.5,7.32,7.32,15.01,15.01,FIRM
D,TRADING,PRICE,2,"2020/10/02 11:30:00",1,VIC1,23,-47.77,0,0,"2020/10/02 11:25:06",-47.77,1.05,1.05,1.19,1.19,0.87,0.87,7.35,7.35,0.8,0.8,10.5,10.5,7.32,7.32,15.01,15.01,FIRM
D,TRADING,PRICE,2,"2020/10/02 11:30:00",1,SA1,23,-59.24,0,0,"2020/10/02 11:25:06",-59.24,1.05,1.05,1.19,1.19,0.87,0.87,7.35,7.35,0.8,0.8,10.5,10.5,7.32,7.32,15.01,15.01,FIRM
D,TRADING,PRICE,2,"2020/10/02 11:30:00",1,QLD1,23,-7.87,0,0,"2020/10/02 11:25:06",-7.87,1.05,1.05,1.19,1.19,0.87,0.87,7.35,7.35,7.32,7.32,17.93,17.93,7.32,7.32,15.01,15.01,FIRM
D,TRADING,PRICE,2,"2020/10/02 11:30:00",1,TAS1,23,3.26,0,0,"2020/10/02 11:25:06",3.26,3.8,3.8,1.19,1.19,0.9,0.9,9.12,9.12,0,0,0,0,0.18,0.18,7.87,7.87,FIRM
D,TRADING,PRICE,2,"2020/10/02 12:30:00",1,NSW1,25,11.67,0,0,"2020/10/02 12:25:07",11.67,0.73,0.73,0.99,0.99,0.5,0.5,13.33,13.33,0.83,0.83,10.43,10.43,9.43,9.43,16.55,16.55,FIRM
D,TRADING,PRICE,2,"2020/10/02 12:30:00",1,VIC1,25,-45.01,0,0,"2020/10/02 12:25:07",-45.01,0.73,0.73,0.99,0.99,0.5,0.5,13.33,13.33,0.83,0.83,10.43,10.43,9.43,9.43,16.55,16.55,FIRM
D,TRADING,PRICE,2,"2020/10/02 12:30:00",1,SA1,25,-124.95,0,0,"2020/10/02 12:25:07",-124.95,0.73,0.73,0.99,0.99,0.5,0.5,13.33,13.33,0.83,0.83,10.43,10.43,9.43,9.43,16.55,16.55,FIRM
D,TRADING,PRICE,2,"2020/10/02 12:30:00",1,QLD1,25,0.87,0,0,"2020/10/02 12:25:07",0.87,0.73,0.73,0.99,0.99,0.5,0.5,13.33,13.33,6.73,6.73,15.21,15.21,9.43,9.43,16.55,16.55,FIRM
D,TRADING,PRICE,2,"2020/10/02 12:30:00",1,TAS1,25,-25.61,0,0,"2020/10/02 12:25:07",-25.61,4.98,4.98,5.16,5.16,0.9,0.9,9.14,9.14,0.2,0.2,0.1,0.1,0.48,0.48,7.6,7.6,FIRM
