C,SETP.WORLD,DVD_TRADINGPRICE,AEMO,PUBLIC,2018/10/09,17:05:04,0000000299837802,,0000000299837617
I,TRADING,PRICE,2,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,PRICE_STATUS
D,TRADING,PRICE,2,"2018/09/01 00:30:00",1,NSW1,1,100.89,0,0,"2018/09/01 00:25:04",100.89,19.25,19.25,5,5,28.57,28.57,28.57,28.57,0,0,0.04,0.04,0.15,0.15,18.37,18.37,FIRM
D,TRADING,PRICE,2,"2018/09/01 00:30:00",1,QLD1,1,87.26,0,0,"2018/09/01 00:25:04",87.26,19.25,19.25,5,5,28.57,28.57,28.57,28.57,0,0,0.04,0.04,0.15,0.15,18.37,18.37,FIRM
D,TRADING,PRICE,2,"2018/09/01 00:30:00",1,SA1,1,91.08,0,0,"2018/09/01 00:25:04",91.08,19.25,19.25,5,5,28.57,28.57,28.57,28.57,0,0,0.04,0.04,0.15,0.15,18.37,18.37,FIRM
D,TRADING,PRICE,2,"2018/09/01 00:30:00",1,TAS1,1,17.7,0,0,"2018/09/01 00:25:04",17.7,0,0,0,0,0,0,0,0,0.03,0.03,0.05,0.05,0.15,0.15,5.52,5.52,FIRM
D,TRADING,PRICE,2,"2018/09/01 00:30:00",1,VIC1,1,99.43,0,0,"2018/09/01 00:25:04",99.43,19.25,19.25,5,5,28.57,28.57,28.57,28.57,0,0,0.04,0.04,0.15,0.15,18.37,18.37,FIRM
D,TRADING,PRICE,2,"2018/09/01 01:00:00",1,NSW1,2,79.79,0,0,"2018/09/01 00:55:05",79.79,15.16,15.16,5.08,5.08,25.35,25.35,25.35,25.35,0,0,0.05,0.05,0.17,0.17,17.01,17.01,FIRM
D,TRADING,PRICE,2,"2018/09/01 01:00:00",1,QLD1,2,70.45,0,0,"2018/09/01 00:55:05",70.45,15.16,15.16,5.08,5.08,25.35,25.35,25.35,25.35,0,0,0.05,0.05,0.17,0.17,17.01,17.01,FIRM
D,TRADING,PRICE,2,"2018/09/01 01:00:00",1,SA1,2,72.45,0,0,"2018/09/01 00:55:05",72.45,15.16,15.16,5.08,5.08,25.35,25.35,25.35,25.35,0,0,0.05,0.05,0.17,0.17,17.01,17.01,FIRM
D,TRADING,PRICE,2,"2018/09/01 01:00:00",1,TAS1,2,9.82,0,0,"2018/09/01 00:55:05",9.82,0,0,0,0,0,0,0,0,0.03,0.03,0.05,0.05,0.17,0.17,3.09,3.09,FIRM
D,TRADING,PRICE,2,"2018/09/01 01:00:00",1,VIC1,2,79.44,0,0,"2018/09/01 00:55:05",79.44,15.16,15.16,5.08,5.08,25.35,25.35,25.35,25.35,0,0,0.05,0.05,0.17,0.17,17.01,17.01,FIRM
D,TRADING,PRICE,2,"2018/09/01 01:30:00",1,NSW1,3,58.02,0,0,"2018/09/01 01:25:05",58.02,11.89,11.89,5.08,5.08,17.7,17.7,17.7,17.7,0,0,0.05,0.05,0.19,0.19,23.55,23.55,FIRM
D,TRADING,PRICE,2,"2018/09/01 01:30:00",1,QLD1,3,51.94,0,0,"2018/09/01 01:25:05",51.94,11.89,11.89,5.08,5.08,17.7,17.7,17.7,17.7,0,0,0.05,0.05,0.19,0.19,23.55,23.55,FIRM
