C,SETP.WORLD,DVD_TRADINGPRICE,AEMO,PUBLIC,2021/03/06,17:45:07,0000000337773519,,0000000337773314
I,TRADING,PRICE,2,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,PRICE_STATUS
D,TRADING,PRICE,2,"2021/02/10 02:30:00",1,TAS1,5,12.74,0,0,"2021/02/10 02:25:04",12.74,9.5,9.5,8.49,8.49,0.96,0.96,10.06,10.06,1.02,1.02,1.95,1.95,1.02,1.02,11.5,11.5,FIRM
D,TRADING,PRICE,2,"2021/02/10 06:30:00",1,NSW1,13,38.49,0,0,"2021/02/10 06:25:04",38.49,1.74,1.74,2.05,2.05,0.82,0.82,6.92,6.92,0.06,0.06,0.73,0.73,0.34,0.34,6.42,6.42,FIRM
D,TRADING,PRICE,2,"2021/02/10 06:30:00",1,VIC1,13,37.29,0,0,"2021/02/10 06:25:04",37.29,1.74,1.74,2.05,2.05,0.82,0.82,6.92,6.92,0.06,0.06,0.73,0.73,0.34,0.34,6.42,6.42,FIRM
D,TRADING,PRICE,2,"2021/02/10 06:30:00",1,SA1,13,42.4,0,0,"2021/02/10 06:25:04",42.4,1.74,1.74,2.05,2.05,0.82,0.82,6.92,6.92,0.06,0.06,0.73,0.73,0.34,0.34,6.42,6.42,FIRM
D,TRADING,PRICE,2,"2021/02/10 06:30:00",1,QLD1,13,38.98,0,0,"2021/02/10 06:25:04",38.98,1.74,1.74,2.05,2.05,0.82,0.82,6.92,6.92,0.06,0.06,0.73,0.73,0.34,0.34,6.42,6.42,FIRM
D,TRADING,PRICE,2,"2021/02/10 06:30:00",1,TAS1,13,35.75,0,0,"2021/02/10 06:25:04",35.75,9.5,9.5,8.49,8.49,1.39,1.39,7.49,7.49,0.06,0.06,0.73,0.73,0.34,0.34,6.42,6.42,FIRM
D,TRADING,PRICE,2,"2021/02/10 07:30:00",1,NSW1,15,31.66,0,0,"2021/02/10 07:25:04",31.66,0.73,0.73,1,1,0.71,0.71,6.93,6.93,0.05,0.05,0.82,0.82,0.45,0.45,9.78,9.78,FIRM
D,TRADING,PRICE,2,"2021/02/10 07:30:00",1,VIC1,15,29.79,0,0,"2021/02/10 07:25:04",29.79,0.73,0.73,1,1,0.71,0.71,6.93,6.93,0.05,0.05,0.82,0.82,0.45,0.45,9.78,9.78,FIRM
D,TRADING,PRICE,2,"2021/02/10 07:30:00",1,SA1,15,34.31,0,0,"2021/02/10 07:25:04",34.31,0.73,0.73,1,1,0.71,0.71,6.93,6.93,0.05,0.05,0.82,0.82,0.45,0.45,9.78,9.78,FIRM
D,TRADING,PRICE,2,"2021/02/10 07:30:00",1,QLD1,15,29.59,0,0,"2021/02/10 07:25:04",29.59,0.73,0.73,1,1,0.71,0.71,6.93,6.93,0.05,0.05,0.82,0.82,0.45,0.45,9.78,9.78,FIRM
D,TRADING,PRICE,2,"2021/02/10 07:30:00",1,TAS1,15,30.79,0,0,"2021/02/10 07:25:04",30.79,9.5,9.5,8.49,8.49,0.9,0.9,7.12,7.12,0.05,0.05,0.82,0.82,0.45,0.45,9.78,9.78,FIRM
D,TRADING,PRICE,2,"2021/02/10 11:00:00",1,NSW1,22,36.24,0,0,"2021/02/10 10:55:04",36.24,0.02,0.02,0.24,0.24,0.03,0.03,11.35,11.35,0.05,0.05,1.03,1.03,0.42,0.42,10.7,10.7,FIRM
D,TRADING,PRICE,2,"2021/02/10 11:00:00",1,VIC1,22,30.8,0,0,"2021/02/10 10:55:04",30.8,0.02,0.02,0.24,0.24,0.03,0.03,11.35,11.35,0.05,0.05,1.03,1.03,0.42,0.42,10.7,10.7,FIRM
D,TRADING,PRICE,2,"2021/02/10 11:00:00",1,SA1,22,33.01,0,0,"2021/02/10 10:55:04",33.01,0.02,0.02,0.24,0.24,0.03,0.03,11.35,11.35,0.05,0.05,1.03,1.03,0.42,0.42,10.7,10.7,FIRM
D,TRADING,PRICE,2,"2021/02/10 11:00:00",1,QLD1,22,38.36,0,0,"2021/02/10 10:55:04",38.36,0.02,0.02,0.24,0.24,0.03,0.03,11.35,11.35,0.05,0.05,1.03,1.03,0.42,0.42,10.7,10.7,FIRM
D,TRADING,PRICE,2,"2021/02/10 11:00:00",1,TAS1,22,31,0,0,"2021/02/10 10:55:04",31,29.41,29.41,8.49,8.49,0.9,0.9,12.22,12.22,0.05,0.05,1.03,1.03,0.42,0.42,10.7,10.7,FIRM
D,TRADING,PRICE,2,"2021/02/10 16:30:00",1,NSW1,33,35.04,0,0,"2021/02/10 16:25:03",35.04,2.13,2.13,1.72,1.72,0.87,0.87,7.99,7.99,0.03,0.03,0.82,0.82,0.42,0.42,10.75,10.75,FIRM
D,TRADING,PRICE,2,"2021/02/10 16:30:00",1,VIC1,33,37.26,0,0,"2021/02/10 16:25:03",37.26,2.13,2.13,1.72,1.72,0.87,0.87,7.99,7.99,0.03,0.03,0.82,0.82,0.42,0.42,10.75,10.75,FIRM
D,TRADING,PRICE,2,"2021/02/10 16:30:00",1,SA1,33,55.76,0,0,"2021/02/10 16:25:03",55.76,2.13,2.13,1.72,1.72,0.87,0.87,7.99,7.99,0.03,0.03,0.82,0.82,0.42,0.42,10.75,10.75,FIRM
D,TRADING,PRICE,2,"2021/02/10 16:30:00",1,QLD1,33,36.36,0,0,"2021/02/10 16:25:03",36.36,2.13,2.13,1.72,1.72,0.87,0.87,7.99,7.99,0.03,0.03,0.82,0.82,0.42,0.42,10.75,10.75,FIRM
D,TRADING,PRICE,2,"2021/02/10 16:30:00",1,TAS1,33,34.67,0,0,"2021/02/10 16:25:03",34.67,2.13,2.13,1.73,1.73,0.87,0.87,7.99,7.99,0.03,0.03,0.82,0.82,0.42,0.42,10.75,10.75,FIRM
D,TRADING,PRICE,2,"2021/02/10 17:00:00",1,NSW1,34,37.27,0,0,"2021/02/10 16:55:03",37.27,4.09,4.09,1.72,1.72,0.87,0.87,8.18,8.18,0.03,0.03,0.63,0.63,0.31,0.31,11.12,11.12,FIRM
D,TRADING,PRICE,2,"2021/02/10 17:00:00",1,VIC1,34,39.56,0,0,"2021/02/10 16:55:03",39.56,4.09,4.09,1.72,1.72,0.87,0.87,8.18,8.18,0.03,0.03,0.63,0.63,0.31,0.31,11.12,11.12,FIRM
D,TRADING,PRICE,2,"2021/02/10 17:00:00",1,SA1,34,56.07,0,0,"2021/02/10 16:55:03",56.07,4.09,4.09,1.72,1.72,0.87,0.87,8.18,8.18,0.03,0.03,0.63,0.63,0.31,0.31,11.12,11.12,FIRM
D,TRADING,PRICE,2,"2021/02/10 17:00:00",1,QLD1,34,38.63,0,0,"2021/02/10 16:55:03",38.63,4.09,4.09,1.72,1.72,0.87,0.87,8.18,8.18,0.03,0.03,0.63,0.63,0.31,0.31,11.12,11.12,FIRM
D,TRADING,PRICE,2,"2021/02/10 17:00:00",1,TAS1,34,37.43,0,0,"2021/02/10 16:55:03",37.43,4.31,4.31,1.73,1.73,0.88,0.88,8.18,8.18,0.03,0.03,0.45,0.45,0.27,0.27,10.27,10.27,FIRM
D,TRADING,PRICE,2,"2021/02/10 17:30:00",1,NSW1,35,36.9,0,0,"2021/02/10 17:25:04",36.9,4.11,4.11,1.83,1.83,0.87,0.87,7.82,7.82,0.03,0.03,0.62,0.62,0.26,0.26,9.3,9.3,FIRM
D,TRADING,PRICE,2,"2021/02/10 17:30:00",1,VIC1,35,42.08,0,0,"2021/02/10 17:25:04",42.08,4.11,4.11,1.83,1.83,0.87,0.87,7.82,7.82,0.03,0.03,0.62,0.62,0.26,0.26,9.3,9.3,FIRM
D,TRADING,PRICE,2,"2021/02/10 17:30:00",1,SA1,35,60.36,0,0,"2021/02/10 17:25:04",60.36,4.11,4.11,1.83,1.83,0.87,0.87,7.82,7.82,0.03,0.03,0.62,0.62,0.26,0.26,9.3,9.3,FIRM
D,TRADING,PRICE,2,"2021/02/10 17:30:00",1,QLD1,35,37.32,0,0,"2021/02/10 17:25:04",37.32,4.11,4.11,1.83,1.83,0.87,0.87,7.82,7.82,0.03,0.03,0.62,0.62,0.26,0.26,9.3,9.3,FIRM
D,TRADING,PRICE,2,"2021/02/10 17:30:00",1,TAS1,35,39.21,0,0,"2021/02/10 17:25:04",39.21,4.11,4.11,1.85,1.85,0.88,0.88,7.82,7.82,0.03,0.03,0.62,0.62,0.26,0.26,8.84,8.84,FIRM
D,TRADING,PRICE,2,"2021/02/10 18:00:00",1,NSW1,36,41.89,0,0,"2021/02/10 17:55:04",41.89,5.89,5.89,2.18,2.18,0.87,0.87,7.97,7.97,0.03,0.03,0.63,0.63,0.27,0.27,5.47,5.47,FIRM
D,TRADING,PRICE,2,"2021/02/10 18:00:00",1,VIC1,36,48.32,0,0,"2021/02/10 17:55:04",48.32,5.89,5.89,2.18,2.18,0.87,0.87,7.97,7.97,0.03,0.03,0.63,0.63,0.27,0.27,5.47,5.47,FIRM
D,TRADING,PRICE,2,"2021/02/10 18:00:00",1,SA1,36,62.18,0,0,"2021/02/10 17:55:04",62.18,5.89,5.89,2.18,2.18,0.87,0.87,7.97,7.97,0.03,0.03,0.63,0.63,0.27,0.27,5.47,5.47,FIRM
D,TRADING,PRICE,2,"2021/02/10 18:00:00",1,QLD1,36,43.3,0,0,"2021/02/10 17:55:04",43.3,5.89,5.89,2.18,2.18,0.87,0.87,7.97,7.97,0.03,0.03,0.63,0.63,0.27,0.27,5.47,5.47,FIRM
D,TRADING,PRICE,2,"2021/02/10 18:00:00",1,TAS1,36,44.99,0,0,"2021/02/10 17:55:04",44.99,5.89,5.89,2.18,2.18,0.87,0.87,7.97,7.97,0.03,0.03,0.63,0.63,0.27,0.27,5.47,5.47,FIRM
D,TRADING,PRICE,2,"2021/02/11 02:00:00",1,NSW1,4,35.47,0,0,"2021/02/11 01:55:03",35.47,0.48,0.48,0.87,0.87,0.58,0.58,11.34,11.34,0.99,0.99,1.9,1.9,0.92,0.92,10.7,10.7,FIRM
D,TRADING,PRICE,2,"2021/02/11 02:00:00",1,VIC1,4,21.47,0,0,"2021/02/11 01:55:03",21.47,0.48,0.48,0.87,0.87,0.58,0.58,11.34,11.34,0.99,0.99,1.9,1.9,0.92,0.92,10.7,10.7,FIRM
D,TRADING,PRICE,2,"2021/02/11 02:00:00",1,SA1,4,23.41,0,0,"2021/02/11 01:55:03",23.41,0.48,0.48,0.87,0.87,0.58,0.58,11.34,11.34,0.99,0.99,1.9,1.9,0.92,0.92,10.7,10.7,FIRM
D,TRADING,PRICE,2,"2021/02/11 02:00:00",1,QLD1,4,35.08,0,0,"2021/02/11 01:55:03",35.08,0.48,0.48,0.87,0.87,0.58,0.58,11.34,11.34,0.99,0.99,1.9,1.9,0.92,0.92,10.7,10.7,FIRM
D,TRADING,PRICE,2,"2021/02/11 02:00:00",1,TAS1,4,21.19,0,0,"2021/02/11 01:55:03",21.19,18.28,18.28,8.49,8.49,0.9,0.9,11.66,11.66,0.99,0.99,1.9,1.9,0.92,0.92,10.7,10.7,FIRM
D,TRADING,PRICE,2,"2021/02/11 02:30:00",1,NSW1,5,33.64,0,0,"2021/02/11 02:25:04",33.64,0.43,0.43,0.73,0.73,0.49,0.49,11.51,11.51,0.99,0.99,1.96,1.96,0.99,0.99,9.25,9.25,FIRM
D,TRADING,PRICE,2,"2021/02/11 02:30:00",1,VIC1,5,11.02,0,0,"2021/02/11 02:25:04",11.02,0.43,0.43,0.73,0.73,0.49,0.49,11.51,11.51,0.99,0.99,1.96,1.96,0.99,0.99,9.25,9.25,FIRM
D,TRADING,PRICE,2,"2021/02/11 02:30:00",1,SA1,5,12.25,0,0,"2021/02/11 02:25:04",12.25,0.43,0.43,0.73,0.73,0.49,0.49,11.51,11.51,0.99,0.99,1.96,1.96,0.99,0.99,9.25,9.25,FIRM
D,TRADING,PRICE,2,"2021/02/11 02:30:00",1,QLD1,5,33.02,0,0,"2021/02/11 02:25:04",33.02,0.43,0.43,0.73,0.73,0.49,0.49,11.51,11.51,0.99,0.99,1.96,1.96,0.99,0.99,9.25,9.25,FIRM
D,TRADING,PRICE,2,"2021/02/11 02:30:00",1,TAS1,5,11.67,0,0,"2021/02/11 02:25:04",11.67,10.38,10.38,8.49,8.49,0.9,0.9,11.92,11.92,0.99,0.99,1.77,1.77,0.9,0.9,9.16,9.16,FIRM
D,TRADING,PRICE,2,"2021/02/11 03:00:00",1,NSW1,6,34.63,0,0,"2021/02/11 02:55:04",34.63,0.62,0.62,0.81,0.81,0.5,0.5,11.51,11.51,0.98,0.98,2.82,2.82,1.03,1.03,8.35,8.35,FIRM
D,TRADING,PRICE,2,"2021/02/11 03:00:00",1,VIC1,6,8.44,0,0,"2021/02/11 02:55:04",8.44,0.62,0.62,0.81,0.81,0.5,0.5,11.51,11.51,0.98,0.98,2.82,2.82,1.03,1.03,8.35,8.35,FIRM
