C,SETP.WORLD,DVD_TRADINGPRICE,AEMO,PUBLIC,2020/09/08,03:00:03,0000000328207899,,0000000328207695
I,TRADING,PRICE,2,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,PRICE_STATUS
D,TRADING,PRICE,2,"2020/08/02 13:30:00",1,NSW1,27,26.15,0,0,"2020/08/02 13:25:03",26.15,0.71,0.71,0.43,0.43,0.5,0.5,8.78,8.78,5.26,5.26,5.15,5.15,3.96,3.96,11.49,11.49,FIRM
D,TRADING,PRICE,2,"2020/08/02 13:30:00",1,VIC1,27,23.7,0,0,"2020/08/02 13:25:03",23.7,0.71,0.71,0.43,0.43,0.5,0.5,8.78,8.78,5.26,5.26,5.15,5.15,3.96,3.96,11.49,11.49,FIRM
D,TRADING,PRICE,2,"2020/08/02 13:30:00",1,SA1,27,33.31,0,0,"2020/08/02 13:25:03",33.31,0.71,0.71,0.43,0.43,0.5,0.5,8.78,8.78,5.26,5.26,5.15,5.15,3.96,3.96,11.49,11.49,FIRM
D,TRADING,PRICE,2,"2020/08/02 13:30:00",1,QLD1,27,21.68,0,0,"2020/08/02 13:25:03",21.68,0.71,0.71,0.43,0.43,0.5,0.5,8.78,8.78,5.26,5.26,5.15,5.15,3.96,3.96,11.49,11.49,FIRM
D,TRADING,PRICE,2,"2020/08/02 13:30:00",1,TAS1,27,70.26,0,0,"2020/08/02 13:25:03",70.26,1.45,1.45,0.61,0.61,0.9,0.9,9.18,9.18,0.03,0.03,0.15,0.15,0.18,0.18,4.34,4.34,FIRM
D,TRADING,PRICE,2,"2020/08/02 14:00:00",1,NSW1,28,29.61,0,0,"2020/08/02 13:55:04",29.61,0.73,0.73,0.4,0.4,0.5,0.5,8.32,8.32,1.78,1.78,3.46,3.46,4.08,4.08,9.12,9.12,FIRM
D,TRADING,PRICE,2,"2020/08/02 14:00:00",1,VIC1,28,26.31,0,0,"2020/08/02 13:55:04",26.31,0.73,0.73,0.4,0.4,0.5,0.5,8.32,8.32,1.78,1.78,3.46,3.46,4.08,4.08,9.12,9.12,FIRM
D,TRADING,PRICE,2,"2020/08/02 14:00:00",1,SA1,28,12.4,0,0,"2020/08/02 13:55:04",12.4,0.73,0.73,0.4,0.4,0.5,0.5,8.32,8.32,1.78,1.78,3.46,3.46,4.08,4.08,9.12,9.12,FIRM
D,TRADING,PRICE,2,"2020/08/02 14:00:00",1,QLD1,28,24.59,0,0,"2020/08/02 13:55:04",24.59,0.73,0.73,0.4,0.4,0.5,0.5,8.32,8.32,1.78,1.78,3.46,3.46,4.08,4.08,9.12,9.12,FIRM
D,TRADING,PRICE,2,"2020/08/02 14:00:00",1,TAS1,28,36.55,0,0,"2020/08/02 13:55:04",36.55,1.45,1.45,0.61,0.61,0.9,0.9,8.72,8.72,0.03,0.03,0.18,0.18,0.18,0.18,5.23,5.23,FIRM
