C,SETP.WORLD,DVD_TRADINGPRICE,AEMO,PUBLIC,2017/08/08,02:25:03,0000000286162618,,0000000286162375
I,TRADING,PRICE,2,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,PRICE_STATUS
D,TRADING,PRICE,2,"2017/07/01 00:30:00",1,NSW1,1,73.45,0,0,"2017/07/01 00:25:03",73.45,5.3,5.3,2.39,2.39,2.69,2.69,17.24,17.24,0.02,0.02,0.02,0.02,0.14,0.14,35.01,35.01,FIRM
D,TRADING,PRICE,2,"2017/07/01 00:30:00",1,QLD1,1,63.77,0,0,"2017/07/01 00:25:03",63.77,5.3,5.3,2.39,2.39,2.69,2.69,17.24,17.24,0.02,0.02,0.02,0.02,0.14,0.14,35.01,35.01,FIRM
D,TRADING,PRICE,2,"2017/07/01 00:30:00",1,SA1,1,107.56,0,0,"2017/07/01 00:25:03",107.56,5.3,5.3,2.39,2.39,2.69,2.69,17.24,17.24,0.02,0.02,0.02,0.02,0.14,0.14,35.01,35.01,FIRM
D,TRADING,PRICE,2,"2017/07/01 00:30:00",1,TAS1,1,103.04,0,0,"2017/07/01 00:25:03",103.04,5.3,5.3,2.39,2.39,2.69,2.69,17.24,17.24,0.02,0.02,0.02,0.02,0.14,0.14,0.14,0.14,FIRM
D,TRADING,PRICE,2,"2017/07/01 00:30:00",1,VIC1,1,109.52,0,0,"2017/07/01 00:25:03",109.52,5.3,5.3,2.39,2.39,2.69,2.69,17.24,17.24,0.02,0.02,0.02,0.02,0.14,0.14,35.01,35.01,FIRM
D,TRADING,PRICE,2,"2017/07/01 01:00:00",1,NSW1,2,69.72,0,0,"2017/07/01 00:55:04",69.72,5,5,2.39,2.39,2,2,15.7,15.7,0.02,0.02,0.02,0.02,0.17,0.17,23.61,23.61,FIRM
D,TRADING,PRICE,2,"2017/07/01 01:00:00",1,QLD1,2,60.39,0,0,"2017/07/01 00:55:04",60.39,5,5,2.39,2.39,2,2,15.7,15.7,0.02,0.02,0.02,0.02,0.17,0.17,23.61,23.61,FIRM
D,TRADING,PRICE,2,"2017/07/01 01:00:00",1,SA1,2,105.99,0,0,"2017/07/01 00:55:04",105.99,5,5,2.39,2.39,2,2,15.7,15.7,0.02,0.02,0.02,0.02,0.17,0.17,23.61,23.61,FIRM
D,TRADING,PRICE,2,"2017/07/01 01:00:00",1,TAS1,2,101.76,0,0,"2017/07/01 00:55:04",101.76,5,5,2.39,2.39,2,2,15.7,15.7,0.02,0.02,0.02,0.02,0.17,0.17,13.85,13.85,FIRM
D,TRADING,PRICE,2,"2017/07/01 01:00:00",1,VIC1,2,107.45,0,0,"2017/07/01 00:55:04",107.45,5,5,2.39,2.39,2,2,15.7,15.7,0.02,0.02,0.02,0.02,0.17,0.17,23.61,23.61,FIRM
D,TRADING,PRICE,2,"2017/07/01 01:30:00",1,NSW1,3,71.98,0,0,"2017/07/01 01:25:03",71.98,5,5,2.39,2.39,2.13,2.13,15.6,15.6,0.02,0.02,0.02,0.02,0.17,0.17,20.69,20.69,FIRM
D,TRADING,PRICE,2,"2017/07/01 01:30:00",1,QLD1,3,61.01,0,0,"2017/07/01 01:25:03",61.01,5,5,2.39,2.39,2.13,2.13,15.6,15.6,0.02,0.02,0.02,0.02,0.17,0.17,20.69,20.69,FIRM
D,TRADING,PRICE,2,"2017/07/01 01:30:00",1,SA1,3,107.48,0,0,"2017/07/01 01:25:03",107.48,5,5,2.39,2.39,2.13,2.13,15.6,15.6,0.02,0.02,0.02,0.02,0.17,0.17,20.69,20.69,FIRM
D,TRADING,PRICE,2,"2017/07/01 01:30:00",1,TAS1,3,102.28,0,0,"2017/07/01 01:25:03",102.28,5,5,2.39,2.39,2.13,2.13,15.6,15.6,0.02,0.02,0.02,0.02,0.17,0.17,20.69,20.69,FIRM
D,TRADING,PRICE,2,"2017/07/01 01:30:00",1,VIC1,3,109.4,0,0,"2017/07/01 01:25:03",109.4,5,5,2.39,2.39,2.13,2.13,15.6,15.6,0.02,0.02,0.02,0.02,0.17,0.17,20.69,20.69,FIRM
