C,SETP.WORLD,DVD_TRADINGPRICE,AEMO,PUBLIC,2019/08/07,14:45:01,0000000311265052,,0000000311264855
I,TRADING,PRICE,2,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,PRICE_STATUS
D,TRADING,PRICE,2,"2019/07/01 00:30:00",1,NSW1,1,59.56,0,0,"2019/07/01 00:25:03",59.56,1.33,1.33,0.58,0.58,0.99,0.99,23.11,23.11,0.02,0.02,0.07,0.07,0.23,0.23,14.53,14.53,FIRM
D,TRADING,PRICE,2,"2019/07/01 00:30:00",1,QLD1,1,57.98,0,0,"2019/07/01 00:25:03",57.98,1.33,1.33,0.58,0.58,0.99,0.99,23.11,23.11,0.02,0.02,0.07,0.07,0.23,0.23,14.53,14.53,FIRM
D,TRADING,PRICE,2,"2019/07/01 00:30:00",1,SA1,1,54.96,0,0,"2019/07/01 00:25:03",54.96,1.33,1.33,0.58,0.58,0.99,0.99,23.11,23.11,0.02,0.02,0.07,0.07,0.23,0.23,14.53,14.53,FIRM
D,TRADING,PRICE,2,"2019/07/01 00:30:00",1,TAS1,1,55.34,0,0,"2019/07/01 00:25:03",55.34,1.44,1.44,0.95,0.95,0.99,0.99,26.44,26.44,0.02,0.02,0.04,0.04,0.13,0.13,13.9,13.9,FIRM
D,TRADING,PRICE,2,"2019/07/01 00:30:00",1,VIC1,1,52.21,0,0,"2019/07/01 00:25:03",52.21,1.33,1.33,0.58,0.58,0.99,0.99,23.11,23.11,0.02,0.02,0.07,0.07,0.23,0.23,14.53,14.53,FIRM
D,TRADING,PRICE,2,"2019/07/01 01:00:00",1,NSW1,2,53.55,0,0,"2019/07/01 00:55:02",53.55,1.45,1.45,0.65,0.65,1.12,1.12,23.86,23.86,0.03,0.03,0.09,0.09,0.23,0.23,23.99,23.99,FIRM
D,TRADING,PRICE,2,"2019/07/01 01:00:00",1,QLD1,2,51.54,0,0,"2019/07/01 00:55:02",51.54,1.45,1.45,0.65,0.65,1.12,1.12,23.86,23.86,0.03,0.03,0.09,0.09,0.23,0.23,23.99,23.99,FIRM
D,TRADING,PRICE,2,"2019/07/01 01:00:00",1,SA1,2,40.83,0,0,"2019/07/01 00:55:02",40.83,1.45,1.45,0.65,0.65,1.12,1.12,23.86,23.86,0.03,0.03,0.09,0.09,0.23,0.23,23.99,23.99,FIRM
D,TRADING,PRICE,2,"2019/07/01 01:00:00",1,TAS1,2,35.96,0,0,"2019/07/01 00:55:02",35.96,1.45,1.45,0.65,0.65,1.12,1.12,23.86,23.86,0.03,0.03,0.07,0.07,0.23,0.23,23.99,23.99,FIRM
D,TRADING,PRICE,2,"2019/07/01 01:00:00",1,VIC1,2,29.52,0,0,"2019/07/01 00:55:02",29.52,1.45,1.45,0.65,0.65,1.12,1.12,23.86,23.86,0.03,0.03,0.09,0.09,0.23,0.23,23.99,23.99,FIRM
